Fan_hours,Refrigerator_hours,AirConditioner_hours,Television_hours,Monitor_hours,MotorPump_hours,Months,City,Company,MonthlyHours,TariffRate,ElectricityBill
23,22.0,2.0,21.0,1.0,0,2,Nagpur,Kalpataru Power,702,8.9,6247.8
12,23.0,2.0,3.0,12.0,0,2,Nagpur,Adani Power Ltd.,424,8.9,3773.6000000000000
23,23.0,1.0,7.0,1.0,0,2,Nagpur,NHPC,424,8.9,3773.6000000000000
21,22.0,0.0,6.0,1.0,0,2,Nagpur,NTPC Pvt. Ltd.,358,8.9,3186.2000000000000
10,21.0,0.0,3.0,7.0,0,2,Nagpur,Kalpataru Power,484,8.9,4307.6
11,23.0,3.0,16.0,1.0,0,2,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,629,8.9,5598.1
11,22.0,0.0,17.0,1.0,0,2,Nagpur,NHPC,386,8.9,3435.4
6,23.0,1.0,17.0,1.0,0,2,Nagpur,TransRail Lighting,530,8.9,4717.0
20,22.0,2.0,16.0,1.0,0,2,Nagpur,Sunil Hitech Eng,530,8.9,4717.0
5,23.0,2.0,4.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,251,8.9,2233.9
21,22.0,2.0,7.0,1.0,0,2,Nagpur,Guj Ind Power,493,8.9,4387.7
22,23.0,1.0,21.0,1.0,0,2,Nagpur,Orient Green,550,8.9,4895.0
18,23.0,3.0,16.0,1.0,0,2,Nagpur,Kalpataru Power,592,8.9,5268.8
17,23.0,2.0,3.0,1.0,0,2,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,446,8.9,3969.4
13,22.0,1.0,15.0,1.0,0,2,Nagpur,Power Grid Corp,445,8.9,3960.5
7,18.0,0.0,21.0,1.0,0,2,Nagpur,Optibelt Power Transmission India Private Limited,503,8.9,4476.7
20,22.0,1.0,12.0,1.0,0,2,Nagpur,CESC,529,8.9,4708.1
8,22.0,3.0,3.0,7.0,0,2,Nagpur,Sunil Hitech Eng,480,8.9,4272.0
11,22.0,1.0,17.0,1.0,0,2,Nagpur,NHPC,480,8.9,4272.0
13,22.0,3.0,13.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,623,8.9,5544.7
10,18.0,0.0,19.0,1.0,0,2,Nagpur,SJVN Ltd.,505,8.9,4494.5
11,23.0,3.0,11.0,1.0,0,2,Nagpur,Torrent Power Ltd.,375,8.9,3337.5
9,18.0,3.0,18.0,7.0,0,2,Nagpur,Jaiprakash Power,617,8.9,5491.3
7,21.0,3.0,12.0,1.0,0,2,Nagpur,Indowind Energy,467,8.9,4156.3
5,21.0,2.0,6.0,1.0,0,2,Nagpur,Reliance Energy,453,8.9,4031.7000000000000
10,22.0,1.0,15.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,465,8.9,4138.5
5,19.0,2.0,20.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,465,8.9,4138.5
14,23.0,3.0,21.0,1.0,0,2,Nagpur,GE T&D India Limited,473,8.9,4209.7
20,23.0,2.0,3.0,12.0,0,2,Nagpur,NHPC,563,8.9,5010.7
19,22.0,3.0,11.0,1.0,0,2,Nagpur,KEC International,563,8.9,5010.7
18,23.0,3.0,22.0,1.0,0,2,Nagpur,Power Grid Corp,646,8.9,5749.400000000000
6,21.0,1.0,22.0,1.0,0,2,Nagpur,Unitech Power Transmission Ltd.,590,8.9,5251.0
13,22.0,2.0,22.0,12.0,0,2,Nagpur,Orient Green,521,8.9,4636.900000000000
20,22.0,0.0,9.0,12.0,0,2,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,501,8.9,4458.900000000000
11,22.0,0.0,17.0,1.0,0,2,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,570,8.9,5073.0
20,23.0,3.0,5.0,1.0,0,2,Nagpur,Indowind Energy,570,8.9,5073.0
21,23.0,1.0,14.0,1.0,0,2,Nagpur,Kalpataru Power,485,8.9,4316.5
18,22.0,2.0,10.0,12.0,0,2,Nagpur,Adani Power Ltd.,485,8.9,4316.5
17,23.0,0.0,9.0,1.0,0,2,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",549,8.9,4886.1
21,23.0,3.0,22.0,1.0,0,2,Nagpur,Reliance Energy,514,8.9,4574.6
16,23.0,3.0,15.0,1.0,0,2,Nagpur,KEC International,514,8.9,4574.6
11,23.0,3.0,17.0,1.0,0,2,Nagpur,Jaiprakash Power,514,8.9,4574.6
19,23.0,0.0,21.0,12.0,0,2,Nagpur,Reliance Power,642,8.9,5713.8
22,22.0,3.0,9.0,12.0,0,2,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",656,8.9,5838.400000000000
18,22.0,0.0,4.0,1.0,0,2,Nagpur,Sunil Hitech Eng,246,8.9,2189.4
20,23.0,0.0,10.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,546,8.9,4859.400000000000
15,23.0,1.0,13.0,1.0,0,2,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",462,8.9,4111.8
17,22.0,2.0,7.0,1.0,0,2,Nagpur,Tata Power Company Ltd.,462,8.9,4111.8
10,19.0,3.0,5.0,7.0,0,2,Nagpur,Sterlite Power Transmission Ltd,390,8.9,3471.0
10,20.0,2.0,17.0,1.0,0,2,Nagpur,Adani Power Ltd.,324,8.9,2883.6
8,17.0,0.0,15.0,1.0,0,2,Nagpur,Orient Green,415,8.9,3693.5
12,23.0,2.0,8.0,1.0,0,2,Nagpur,Reliance Power,348,8.9,3097.2000000000000
6,21.0,3.0,19.0,1.0,0,2,Nagpur,CESC,576,8.9,5126.400000000000
19,22.0,0.0,14.0,1.0,0,2,Nagpur,SJVN Ltd.,576,8.9,5126.400000000000
19,23.0,2.0,4.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,564,8.9,5019.6
19,23.0,0.0,10.0,1.0,0,2,Nagpur,Orient Green,564,8.9,5019.6
5,22.0,2.0,11.0,1.0,0,2,Nagpur,SJVN Ltd.,525,8.9,4672.5
8,20.0,1.0,9.0,7.0,0,2,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",525,8.9,4672.5
18,23.0,1.0,17.0,1.0,0,2,Nagpur,Jaiprakash Power,653,8.9,5811.7
15,23.0,3.0,16.0,1.0,0,2,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,653,8.9,5811.7
6,20.0,0.0,18.0,1.0,0,2,Nagpur,Reliance Energy,335,8.9,2981.5
22,22.0,2.0,10.0,1.0,0,2,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,578,8.9,5144.2
16,23.0,3.0,14.0,12.0,0,2,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,578,8.9,5144.2
19,22.0,1.0,13.0,1.0,0,2,Nagpur,KEC International,578,8.9,5144.2
14,22.0,2.0,9.0,1.0,0,2,Nagpur,KEC International,531,8.9,4725.900000000000
21,22.0,0.0,21.0,1.0,0,2,Nagpur,TransRail Lighting,557,8.9,4957.3
17,23.0,2.0,21.0,1.0,0,2,Nagpur,NTPC Pvt. Ltd.,584,8.9,5197.6
22,22.0,2.0,13.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,584,8.9,5197.6
6,19.0,3.0,10.0,1.0,0,2,Nagpur,Torrent Power Ltd.,392,8.9,3488.8
15,23.0,3.0,5.0,1.0,0,2,Nagpur,L&T Transmission & Distribution,392,8.9,3488.8
20,23.0,3.0,3.0,1.0,0,2,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,354,8.9,3150.6
17,23.0,3.0,15.0,1.0,0,2,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,643,8.9,5722.7
20,22.0,0.0,17.0,1.0,0,2,Nagpur,CESC,624,8.9,5553.6
11,22.0,1.0,7.0,1.0,0,2,Nagpur,SJVN Ltd.,250,8.9,2225.0
6,22.0,1.0,6.0,1.0,0,2,Nagpur,TransRail Lighting,451,8.9,4013.9
12,22.0,0.0,6.0,1.0,0,2,Nagpur,Optibelt Power Transmission India Private Limited,433,8.9,3853.7000000000000
6,18.0,2.0,5.0,7.0,0,2,Nagpur,Sterlite Power Transmission Ltd,315,8.9,2803.5
8,20.0,2.0,9.0,1.0,0,2,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),315,8.9,2803.5
7,21.0,1.0,5.0,1.0,0,2,Nagpur,Reliance Energy,357,8.9,3177.3
7,17.0,2.0,7.0,1.0,0,2,Nagpur,Jaiprakash Power,279,8.9,2483.1
6,23.0,2.0,6.0,1.0,0,2,Nagpur,Torrent Power Ltd.,279,8.9,2483.1
5,18.0,3.0,4.0,1.0,0,2,Nagpur,CESC,190,8.9,1691.0
9,23.0,3.0,5.0,1.0,0,2,Nagpur,NTPC Pvt. Ltd.,471,8.9,4191.900000000000
5,19.0,2.0,12.0,7.0,0,2,Nagpur,Jaiprakash Power,471,8.9,4191.900000000000
6,21.0,0.0,16.0,1.0,0,2,Nagpur,Optibelt Power Transmission India Private Limited,252,8.9,2242.8
6,23.0,0.0,15.0,1.0,0,2,Nagpur,Guj Ind Power,331,8.9,2945.9
11,22.0,0.0,14.0,1.0,0,2,Nagpur,Kalpataru Power,331,8.9,2945.9
9,19.0,3.0,3.0,1.0,0,2,Nagpur,GE T&D India Limited,262,8.9,2331.8
8,18.0,3.0,13.0,1.0,0,2,Nagpur,Indowind Energy,458,8.9,4076.2000000000000
21,23.0,3.0,15.0,1.0,0,2,Nagpur,Reliance Power,458,8.9,4076.2000000000000
15,22.0,3.0,5.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,474,8.9,4218.6
18,22.0,3.0,16.0,1.0,0,2,Nagpur,KEC International,474,8.9,4218.6
18,22.0,1.0,19.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,491,8.9,4369.900000000000
5,19.0,0.0,17.0,1.0,0,2,Nagpur,Reliance Power,303,8.9,2696.7000000000000
10,20.0,3.0,4.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,400,8.9,3560.0
23,22.0,3.0,14.0,1.0,0,2,Nagpur,Orient Green,511,8.9,4547.900000000000
15,22.0,1.0,19.0,1.0,0,2,Nagpur,Sunil Hitech Eng,559,8.9,4975.1
20,22.0,2.0,8.0,1.0,0,2,Nagpur,Indowind Energy,559,8.9,4975.1
20,23.0,0.0,21.0,1.0,0,2,Nagpur,Optibelt Power Transmission India Private Limited,559,8.9,4975.1
9,19.0,0.0,5.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,414,8.9,3684.6000000000000
10,23.0,3.0,19.0,1.0,0,2,Nagpur,JSW Energy Ltd.,414,8.9,3684.6000000000000
23,23.0,1.0,7.0,12.0,0,2,Nagpur,Jaiprakash Power,432,8.9,3844.8
14,23.0,1.0,13.0,1.0,0,2,Nagpur,Orient Green,450,8.9,4005.0
14,22.0,2.0,17.0,1.0,0,2,Nagpur,NLC India,409,8.9,3640.1000000000000
21,23.0,3.0,17.0,1.0,0,2,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),519,8.9,4619.1
23,23.0,2.0,16.0,12.0,0,2,Nagpur,JSW Energy Ltd.,707,8.9,6292.3
14,22.0,3.0,4.0,1.0,0,2,Nagpur,KEC International,418,8.9,3720.2000000000000
7,20.0,1.0,7.0,1.0,0,2,Nagpur,NLC India,418,8.9,3720.2000000000000
15,23.0,1.0,15.0,1.0,0,2,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",344,8.9,3061.6
5,21.0,0.0,5.0,1.0,0,2,Nagpur,GE T&D India Limited,237,8.9,2109.3
14,23.0,3.0,22.0,1.0,0,2,Nagpur,TransRail Lighting,673,8.9,5989.7
18,23.0,2.0,19.0,1.0,0,2,Nagpur,Torrent Power Ltd.,560,8.9,4984.0
5,22.0,3.0,14.0,1.0,0,2,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,560,8.9,4984.0
21,22.0,1.0,16.0,1.0,0,2,Nagpur,SJVN Ltd.,516,8.9,4592.400000000000
15,23.0,0.0,6.0,1.0,0,2,Nagpur,Adani Power Ltd.,367,8.9,3266.3
10,18.0,3.0,19.0,1.0,0,2,Nagpur,Jaiprakash Power,367,8.9,3266.3
9,17.0,2.0,11.0,1.0,0,2,Nagpur,NLC India,422,8.9,3755.8
19,22.0,1.0,7.0,12.0,0,2,Nagpur,NTPC Pvt. Ltd.,640,8.9,5696.0
14,22.0,0.0,6.0,1.0,0,2,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,248,8.9,2207.2000000000000
10,23.0,0.0,5.0,1.0,0,2,Nagpur,Unitech Power Transmission Ltd.,301,8.9,2678.9
12,23.0,2.0,5.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,430,8.9,3827.0
11,23.0,2.0,11.0,1.0,0,2,Nagpur,Jyoti Structure,470,8.9,4183.0
20,23.0,2.0,6.0,1.0,0,2,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),468,8.9,4165.2
12,23.0,0.0,16.0,1.0,0,2,Nagpur,JSW Energy Ltd.,319,8.9,2839.1
11,23.0,1.0,8.0,1.0,0,2,Nagpur,Jaiprakash Power,310,8.9,2759.0
5,21.0,1.0,4.0,1.0,0,2,Nagpur,Reliance Power,310,8.9,2759.0
7,21.0,0.0,4.0,1.0,0,2,Nagpur,Jaiprakash Power,245,8.9,2180.5
11,22.0,1.0,17.0,1.0,0,2,Nagpur,Adani Power Ltd.,472,8.9,4200.8
5,20.0,2.0,18.0,7.0,0,2,Nagpur,Reliance Power,567,8.9,5046.3
12,23.0,3.0,18.0,1.0,0,2,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,567,8.9,5046.3
14,23.0,2.0,5.0,12.0,0,2,Nagpur,NLC India,507,8.9,4512.3
11,23.0,0.0,7.0,12.0,0,2,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),507,8.9,4512.3
15,23.0,2.0,21.0,1.0,0,2,Nagpur,Neueon Towers / Sujana Towers Ltd.,507,8.9,4512.3
22,22.0,0.0,4.0,1.0,0,2,Nagpur,Reliance Power,361,8.9,3212.9
20,22.0,2.0,13.0,1.0,0,2,Nagpur,Reliance Energy,628,8.9,5589.2
23,22.0,2.0,17.0,12.0,0,2,Nagpur,NLC India,628,8.9,5589.2
22,23.0,2.0,10.0,1.0,0,2,Nagpur,Adani Power Ltd.,538,8.9,4788.2
11,22.0,1.0,15.0,1.0,0,2,Nagpur,JSW Energy Ltd.,417,8.9,3711.3
8,22.0,0.0,3.0,1.0,0,2,Nagpur,NHPC,313,8.9,2785.7000000000000
5,22.0,2.0,8.0,1.0,0,2,Nagpur,Jyoti Structure,313,8.9,2785.7000000000000
6,19.0,1.0,17.0,1.0,0,2,Nagpur,Sunil Hitech Eng,333,8.9,2963.7000000000000
8,22.0,0.0,22.0,1.0,0,2,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",498,8.9,4432.2
9,19.0,1.0,17.0,1.0,0,2,Nagpur,L&T Transmission & Distribution,498,8.9,4432.2
17,23.0,3.0,19.0,12.0,0,2,Nagpur,Jaiprakash Power,740,8.9,6586.0
21,23.0,3.0,18.0,1.0,0,2,Nagpur,Orient Green,606,8.9,5393.400000000000
17,22.0,0.0,5.0,1.0,0,2,Nagpur,CESC,394,8.9,3506.6000000000000
21,23.0,1.0,15.0,12.0,0,2,Nagpur,NHPC,698,8.9,6212.2
23,23.0,1.0,20.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,698,8.9,6212.2
14,22.0,2.0,4.0,1.0,0,2,Nagpur,CESC,274,8.9,2438.6
10,19.0,0.0,8.0,1.0,0,2,Nagpur,Adani Power Ltd.,436,8.9,3880.4
12,22.0,2.0,22.0,1.0,0,2,Nagpur,Orient Green,421,8.9,3746.9
22,23.0,2.0,7.0,1.0,0,2,Nagpur,L&T Transmission & Distribution,585,8.9,5206.5
8,22.0,3.0,7.0,7.0,0,2,Nagpur,NLC India,330,8.9,2937.0
16,22.0,0.0,15.0,1.0,0,2,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),496,8.9,4414.400000000000
16,22.0,1.0,7.0,1.0,0,2,Nagpur,Reliance Energy,496,8.9,4414.400000000000
21,23.0,3.0,15.0,12.0,0,2,Nagpur,Reliance Energy,733,8.9,6523.7
21,23.0,0.0,15.0,12.0,0,2,Nagpur,Jaiprakash Power,666,8.9,5927.400000000000
6,18.0,0.0,21.0,1.0,0,2,Nagpur,Sterlite Power Transmission Ltd,289,8.9,2572.1
22,22.0,2.0,6.0,12.0,0,2,Nagpur,NLC India,595,8.9,5295.5
15,22.0,3.0,10.0,1.0,0,2,Nagpur,Orient Green,613,8.9,5455.7
20,23.0,3.0,18.0,1.0,0,2,Nagpur,Reliance Power,483,8.9,4298.7
22,22.0,1.0,4.0,1.0,0,2,Nagpur,NLC India,483,8.9,4298.7
10,20.0,1.0,7.0,1.0,0,2,Nagpur,JSW Energy Ltd.,339,8.9,3017.1
23,22.0,1.0,6.0,12.0,0,2,Nagpur,TransRail Lighting,457,8.9,4067.3
15,23.0,3.0,15.0,12.0,0,2,Nagpur,Jaiprakash Power,632,8.9,5624.8
17,23.0,0.0,3.0,1.0,0,2,Nagpur,Torrent Power Ltd.,257,8.9,2287.3
12,22.0,1.0,16.0,1.0,0,2,Nagpur,CESC,342,8.9,3043.8
5,23.0,3.0,4.0,1.0,0,2,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,520,8.9,4628.0
23,22.0,2.0,5.0,1.0,0,2,Nagpur,Sunil Hitech Eng,369,8.9,3284.1
23,23.0,1.0,10.0,1.0,0,2,Nagpur,Kalpataru Power,489,8.9,4352.1
14,23.0,2.0,14.0,1.0,0,2,Nagpur,JSW Energy Ltd.,572,8.9,5090.8
16,23.0,0.0,16.0,12.0,0,2,Nagpur,Indowind Energy,523,8.9,4654.7
10,22.0,3.0,17.0,7.0,0,2,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,671,8.9,5971.900000000000
11,22.0,2.0,11.0,1.0,0,2,Nagpur,Orient Green,363,8.9,3230.7000000000000
7,22.0,1.0,18.0,7.0,0,2,Nagpur,JSW Energy Ltd.,393,8.9,3497.7000000000000
19,22.0,1.0,7.0,1.0,0,2,Nagpur,Orient Green,547,8.9,4868.3
14,23.0,0.0,9.0,1.0,0,2,Nagpur,JSW Energy Ltd.,287,8.9,2554.3
19,22.0,2.0,12.0,1.0,0,2,Nagpur,GE T&D India Limited,438,8.9,3898.2000000000000
16,22.0,0.0,11.0,12.0,0,2,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,474,9.2,4360.800000000000
21,22.0,3.0,6.0,1.0,0,2,Mumbai,L&T Transmission & Distribution,352,9.2,3238.4000000000000
14,23.0,1.0,13.0,1.0,0,2,Mumbai,NHPC,352,9.2,3238.4000000000000
7,23.0,3.0,7.0,1.0,0,2,Mumbai,NHPC,418,9.2,3845.6
10,21.0,2.0,5.0,1.0,0,2,Mumbai,KEC International,330,9.2,3036.0000000000000
17,22.0,0.0,20.0,1.0,0,2,Mumbai,Adani Power Ltd.,594,9.2,5464.800000000000
10,20.0,0.0,20.0,7.0,0,2,Mumbai,NTPC Pvt. Ltd.,513,9.2,4719.600000000000
5,23.0,2.0,21.0,1.0,0,2,Mumbai,Optibelt Power Transmission India Private Limited,532,9.2,4894.4
20,22.0,1.0,3.0,12.0,0,2,Mumbai,CESC,399,9.2,3670.8000000000000
18,22.0,2.0,10.0,1.0,0,2,Mumbai,Reliance Power,405,9.2,3726.0000000000000
22,22.0,3.0,9.0,1.0,0,2,Mumbai,NHPC,405,9.2,3726.0000000000000
23,23.0,2.0,6.0,1.0,0,2,Mumbai,Tata Power Company Ltd.,378,9.2,3477.6
8,19.0,2.0,13.0,1.0,0,2,Mumbai,Orient Green,483,9.2,4443.600000000000
14,23.0,1.0,4.0,1.0,0,2,Mumbai,Jaiprakash Power,483,9.2,4443.600000000000
22,23.0,2.0,13.0,1.0,0,2,Mumbai,Tata Power Company Ltd.,462,9.2,4250.4
9,23.0,0.0,11.0,1.0,0,2,Mumbai,Indowind Energy,435,9.2,4002.0000000000000
23,22.0,3.0,4.0,1.0,0,2,Mumbai,Sterlite Power Transmission Ltd,488,9.2,4489.600000000000
7,20.0,3.0,8.0,1.0,0,2,Mumbai,SJVN Ltd.,488,9.2,4489.600000000000
6,21.0,0.0,10.0,1.0,0,2,Mumbai,SJVN Ltd.,321,9.2,2953.2
13,23.0,2.0,7.0,12.0,0,2,Mumbai,Adani Power Ltd.,618,9.2,5685.600000000000
22,22.0,0.0,19.0,1.0,0,2,Mumbai,Jyoti Structure,481,9.2,4425.2
5,21.0,2.0,16.0,7.0,0,2,Mumbai,Neueon Towers / Sujana Towers Ltd.,571,9.2,5253.2
17,23.0,0.0,7.0,1.0,0,2,Mumbai,CESC,442,9.2,4066.4000000000000
19,23.0,3.0,19.0,1.0,0,2,Mumbai,CESC,689,9.2,6338.800000000000
5,23.0,2.0,6.0,7.0,0,2,Mumbai,JSW Energy Ltd.,415,9.2,3818.0000000000000
14,22.0,1.0,19.0,1.0,0,2,Mumbai,Sunil Hitech Eng,415,9.2,3818.0000000000000
18,22.0,3.0,6.0,12.0,0,2,Mumbai,Reliance Energy,461,9.2,4241.2
9,23.0,1.0,17.0,1.0,0,2,Mumbai,Power Grid Corp,461,9.2,4241.2
21,23.0,2.0,3.0,1.0,0,2,Mumbai,Indowind Energy,433,9.2,3983.6
12,22.0,0.0,3.0,12.0,0,2,Mumbai,L&T Transmission & Distribution,432,9.2,3974.4000000000000
20,23.0,0.0,7.0,1.0,0,2,Mumbai,Torrent Power Ltd.,527,9.2,4848.4
18,23.0,2.0,9.0,1.0,0,2,Mumbai,Indowind Energy,575,9.2,5290.0
13,22.0,3.0,22.0,1.0,0,2,Mumbai,Sunil Hitech Eng,444,9.2,4084.8000000000000
9,18.0,3.0,9.0,7.0,0,2,Mumbai,Adani Power Ltd.,549,9.2,5050.800000000000
7,17.0,2.0,8.0,1.0,0,2,Mumbai,Sunil Hitech Eng,422,9.2,3882.4000000000000
21,22.0,1.0,10.0,1.0,0,2,Mumbai,Jaiprakash Power,520,9.2,4784.0
12,23.0,2.0,19.0,12.0,0,2,Mumbai,Power Grid Corp,721,9.2,6633.2
21,23.0,2.0,13.0,1.0,0,2,Mumbai,L&T Transmission & Distribution,495,9.2,4554.0
18,22.0,3.0,17.0,1.0,0,2,Mumbai,Jyoti Structure,495,9.2,4554.0
14,22.0,0.0,13.0,1.0,0,2,Mumbai,Torrent Power Ltd.,338,9.2,3109.6
8,17.0,3.0,18.0,1.0,0,2,Mumbai,L&T Transmission & Distribution,413,9.2,3799.6
9,20.0,1.0,10.0,1.0,0,2,Mumbai,NTPC Pvt. Ltd.,413,9.2,3799.6
15,23.0,3.0,6.0,12.0,0,2,Mumbai,GE T&D India Limited,577,9.2,5308.4
12,22.0,0.0,18.0,12.0,0,2,Mumbai,NHPC,632,9.2,5814.4
5,21.0,2.0,18.0,1.0,0,2,Mumbai,Jaiprakash Power,509,9.2,4682.800000000000
21,22.0,2.0,22.0,1.0,0,2,Mumbai,Guj Ind Power,509,9.2,4682.800000000000
18,22.0,0.0,5.0,1.0,0,2,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),509,9.2,4682.800000000000
19,23.0,3.0,6.0,12.0,0,2,Mumbai,Unitech Power Transmission Ltd.,546,9.2,5023.2
10,20.0,3.0,19.0,1.0,0,2,Mumbai,SJVN Ltd.,530,9.2,4876.0
17,22.0,0.0,8.0,12.0,0,2,Mumbai,Neueon Towers / Sujana Towers Ltd.,408,9.2,3753.6
10,18.0,1.0,17.0,1.0,0,2,Mumbai,Sterlite Power Transmission Ltd,523,9.2,4811.600000000000
16,22.0,2.0,14.0,1.0,0,2,Mumbai,Sterlite Power Transmission Ltd,523,9.2,4811.600000000000
8,21.0,2.0,18.0,1.0,0,2,Mumbai,GE T&D India Limited,347,9.2,3192.4000000000000
7,23.0,0.0,17.0,1.0,0,2,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,347,9.2,3192.4000000000000
20,22.0,2.0,3.0,12.0,0,2,Mumbai,NTPC Pvt. Ltd.,600,9.2,5520.0
23,22.0,3.0,21.0,1.0,0,2,Mumbai,L&T Transmission & Distribution,598,9.2,5501.600000000000
5,17.0,0.0,22.0,1.0,0,2,Mumbai,KEC International,504,9.2,4636.800000000000
12,23.0,0.0,9.0,1.0,0,2,Mumbai,JSW Energy Ltd.,375,9.2,3450.0000000000000
12,22.0,2.0,6.0,1.0,0,2,Mumbai,TransRail Lighting,375,9.2,3450.0000000000000
16,23.0,0.0,14.0,1.0,0,2,Mumbai,Jaiprakash Power,534,9.2,4912.800000000000
5,19.0,2.0,21.0,1.0,0,2,Mumbai,Sterlite Power Transmission Ltd,426,9.2,3919.2
9,21.0,3.0,19.0,1.0,0,2,Mumbai,KEC International,501,9.2,4609.2
13,22.0,3.0,6.0,1.0,0,2,Mumbai,GE T&D India Limited,521,9.2,4793.2
14,22.0,0.0,15.0,1.0,0,2,Mumbai,Sunil Hitech Eng,521,9.2,4793.2
21,23.0,2.0,21.0,1.0,0,2,Mumbai,Adani Power Ltd.,688,9.2,6329.600000000000
20,23.0,1.0,13.0,1.0,0,2,Mumbai,L&T Transmission & Distribution,454,9.2,4176.800000000000
15,22.0,0.0,17.0,1.0,0,2,Mumbai,Jyoti Structure,555,9.2,5106.0
18,22.0,3.0,7.0,1.0,0,2,Mumbai,SJVN Ltd.,584,9.2,5372.800000000000
9,17.0,3.0,6.0,7.0,0,2,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,318,9.2,2925.6
9,20.0,1.0,17.0,1.0,0,2,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),470,9.2,4324.0
14,23.0,2.0,8.0,1.0,0,2,Mumbai,Indowind Energy,470,9.2,4324.0
22,22.0,3.0,17.0,1.0,0,2,Mumbai,Sterlite Power Transmission Ltd,589,9.2,5418.800000000000
20,22.0,2.0,5.0,12.0,0,2,Mumbai,Power Grid Corp,570,9.2,5244.0
15,23.0,0.0,8.0,1.0,0,2,Mumbai,Reliance Energy,526,9.2,4839.2
18,23.0,1.0,11.0,1.0,0,2,Mumbai,Optibelt Power Transmission India Private Limited,526,9.2,4839.2
9,21.0,3.0,16.0,1.0,0,2,Mumbai,L&T Transmission & Distribution,409,9.2,3762.8000000000000
7,20.0,1.0,18.0,1.0,0,2,Mumbai,NHPC,409,9.2,3762.8000000000000
16,22.0,1.0,7.0,1.0,0,2,Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",498,9.2,4581.600000000000
13,23.0,3.0,7.0,1.0,0,2,Mumbai,NHPC,535,9.2,4922.0
15,22.0,0.0,7.0,1.0,0,2,Mumbai,Guj Ind Power,511,9.2,4701.2
20,23.0,3.0,14.0,12.0,0,2,Mumbai,Guj Ind Power,596,9.2,5483.2
21,22.0,3.0,8.0,12.0,0,2,Mumbai,Reliance Power,564,9.2,5188.800000000000
18,22.0,0.0,20.0,1.0,0,2,Mumbai,Guj Ind Power,407,9.2,3744.4000000000000
18,22.0,2.0,10.0,1.0,0,2,Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),407,9.2,3744.4000000000000
18,23.0,2.0,17.0,1.0,0,2,Mumbai,Tata Power Company Ltd.,573,9.2,5271.600000000000
8,22.0,1.0,9.0,1.0,0,2,Mumbai,Guj Ind Power,294,9.2,2704.8000000000000
